Incident_ID,Year,Country,Category,Fatality_Count,Witness_Reliability,Circumstances
505,1774,Australia,Absurd Bad Luck,1,0.75,Details regarding the unusual nature of the event.
506,1936,Italy,Absurd Bad Luck,1,0.86,Details regarding the unusual nature of the event.
507,1802,USA,Mechanical Failure,1,0.35,Details regarding the unusual nature of the event.
508,1977,Australia,Mechanical Failure,1,0.13,Details regarding the unusual nature of the event.
509,1838,Germany,Absurd Bad Luck,1,0.47,Details regarding the unusual nature of the event.
510,1537,USA,Mechanical Failure,1,0.73,Details regarding the unusual nature of the event.
511,1797,United Kingdom,Culinary Mishap,1,0.79,Details regarding the unusual nature of the event.
512,1749,Russia,Scientific Experiment,1,0.71,Details regarding the unusual nature of the event.
513,1535,Italy,Supernatural Claim,1,0.25,Details regarding the unusual nature of the event.
514,1863,Germany,Culinary Mishap,2,0.4,Details regarding the unusual nature of the event.
515,1646,Russia,Animal Related,1,0.25,Details regarding the unusual nature of the event.
516,1840,Russia,Mechanical Failure,1,0.15,Details regarding the unusual nature of the event.
517,1947,Australia,Absurd Bad Luck,1,0.82,Details regarding the unusual nature of the event.
518,1888,Germany,Historical Misconception,1,0.53,Details regarding the unusual nature of the event.
519,1847,Germany,Animal Related,1,0.32,Details regarding the unusual nature of the event.
520,1880,USA,Culinary Mishap,1,0.68,Details regarding the unusual nature of the event.
521,1831,USA,Scientific Experiment,1,0.64,Details regarding the unusual nature of the event.
522,1535,USA,Scientific Experiment,1,0.41,Details regarding the unusual nature of the event.
523,1511,Brazil,Historical Misconception,1,0.57,Details regarding the unusual nature of the event.
524,1768,Italy,Absurd Bad Luck,2,0.37,Details regarding the unusual nature of the event.
525,2022,Germany,Historical Misconception,1,0.49,Details regarding the unusual nature of the event.
526,1729,Egypt,Historical Misconception,1,0.92,Details regarding the unusual nature of the event.
527,1530,Russia,Mechanical Failure,2,0.23,Details regarding the unusual nature of the event.
528,1655,USA,Mechanical Failure,1,0.69,Details regarding the unusual nature of the event.
529,1666,Brazil,Mechanical Failure,1,0.87,Details regarding the unusual nature of the event.
530,1742,Egypt,Historical Misconception,1,0.19,Details regarding the unusual nature of the event.
531,1957,Italy,Supernatural Claim,2,0.55,Details regarding the unusual nature of the event.
532,1973,Germany,Animal Related,1,0.34,Details regarding the unusual nature of the event.
533,1634,USA,Mechanical Failure,1,0.84,Details regarding the unusual nature of the event.
534,1650,Italy,Historical Misconception,1,0.99,Details regarding the unusual nature of the event.
535,1957,Australia,Scientific Experiment,1,0.44,Details regarding the unusual nature of the event.
536,1836,Italy,Absurd Bad Luck,2,0.98,Details regarding the unusual nature of the event.
537,1502,Italy,Animal Related,1,0.74,Details regarding the unusual nature of the event.
538,1519,Brazil,Supernatural Claim,1,0.65,Details regarding the unusual nature of the event.
539,1800,Egypt,Animal Related,1,0.73,Details regarding the unusual nature of the event.
540,1845,Italy,Scientific Experiment,1,0.32,Details regarding the unusual nature of the event.
541,1752,United Kingdom,Culinary Mishap,1,0.2,Details regarding the unusual nature of the event.
542,1852,USA,Culinary Mishap,1,0.95,Details regarding the unusual nature of the event.
543,1677,Japan,Supernatural Claim,1,0.17,Details regarding the unusual nature of the event.
544,1535,USA,Mechanical Failure,1,0.27,Details regarding the unusual nature of the event.
545,1893,Japan,Animal Related,1,0.97,Details regarding the unusual nature of the event.
546,1908,Russia,Supernatural Claim,1,0.18,Details regarding the unusual nature of the event.
547,1963,Brazil,Culinary Mishap,1,0.19,Details regarding the unusual nature of the event.
548,1728,Germany,Mechanical Failure,1,0.51,Details regarding the unusual nature of the event.
549,1557,USA,Animal Related,1,0.1,Details regarding the unusual nature of the event.
550,1990,Brazil,Animal Related,1,0.59,Details regarding the unusual nature of the event.
551,1556,USA,Culinary Mishap,1,0.22,Details regarding the unusual nature of the event.
552,1738,Russia,Historical Misconception,1,0.21,Details regarding the unusual nature of the event.
553,1909,Japan,Animal Related,1,0.49,Details regarding the unusual nature of the event.
554,1803,Italy,Scientific Experiment,1,0.61,Details regarding the unusual nature of the event.
555,1678,Australia,Absurd Bad Luck,2,0.8,Details regarding the unusual nature of the event.
556,1604,Russia,Supernatural Claim,2,0.67,Details regarding the unusual nature of the event.
557,1501,Russia,Historical Misconception,2,0.94,Details regarding the unusual nature of the event.
558,1812,Germany,Supernatural Claim,1,0.16,Details regarding the unusual nature of the event.
559,1573,USA,Culinary Mishap,1,0.15,Details regarding the unusual nature of the event.
560,1711,United Kingdom,Absurd Bad Luck,1,0.36,Details regarding the unusual nature of the event.
561,1828,Australia,Mechanical Failure,2,0.91,Details regarding the unusual nature of the event.
562,1573,Germany,Scientific Experiment,1,0.72,Details regarding the unusual nature of the event.
563,1759,Japan,Mechanical Failure,1,0.24,Details regarding the unusual nature of the event.
564,1663,Australia,Historical Misconception,1,0.47,Details regarding the unusual nature of the event.
565,1744,Brazil,Absurd Bad Luck,1,0.93,Details regarding the unusual nature of the event.
566,1580,Italy,Supernatural Claim,1,0.38,Details regarding the unusual nature of the event.
567,1992,United Kingdom,Scientific Experiment,2,0.51,Details regarding the unusual nature of the event.
568,1960,Italy,Historical Misconception,1,0.5,Details regarding the unusual nature of the event.
569,1625,Russia,Supernatural Claim,2,0.89,Details regarding the unusual nature of the event.
570,1885,Russia,Mechanical Failure,1,0.36,Details regarding the unusual nature of the event.
571,1750,Japan,Historical Misconception,3,0.35,Details regarding the unusual nature of the event.
572,1832,Japan,Mechanical Failure,1,0.8,Details regarding the unusual nature of the event.
573,1695,United Kingdom,Scientific Experiment,1,0.17,Details regarding the unusual nature of the event.
574,1655,Russia,Animal Related,1,0.15,Details regarding the unusual nature of the event.
575,1636,Australia,Absurd Bad Luck,1,0.29,Details regarding the unusual nature of the event.
576,1527,Japan,Mechanical Failure,3,0.81,Details regarding the unusual nature of the event.
577,1804,Germany,Absurd Bad Luck,1,0.28,Details regarding the unusual nature of the event.
578,1966,Japan,Absurd Bad Luck,2,0.43,Details regarding the unusual nature of the event.
579,1908,Italy,Mechanical Failure,1,0.59,Details regarding the unusual nature of the event.
580,1729,Italy,Absurd Bad Luck,1,0.93,Details regarding the unusual nature of the event.
581,1944,Russia,Scientific Experiment,1,0.28,Details regarding the unusual nature of the event.
582,1662,Brazil,Scientific Experiment,1,0.51,Details regarding the unusual nature of the event.
583,1756,Japan,Historical Misconception,10,0.66,Details regarding the unusual nature of the event.
584,1585,Japan,Supernatural Claim,1,0.6,Details regarding the unusual nature of the event.
585,2004,Japan,Absurd Bad Luck,3,0.62,Details regarding the unusual nature of the event.
586,1691,Japan,Absurd Bad Luck,2,0.31,Details regarding the unusual nature of the event.
587,1926,Italy,Historical Misconception,1,0.69,Details regarding the unusual nature of the event.
588,1664,Germany,Historical Misconception,1,0.79,Details regarding the unusual nature of the event.
589,1883,Russia,Scientific Experiment,1,0.14,Details regarding the unusual nature of the event.
590,1533,United Kingdom,Scientific Experiment,50,0.63,Details regarding the unusual nature of the event.
591,1844,Germany,Absurd Bad Luck,1,0.22,Details regarding the unusual nature of the event.
592,1944,Germany,Supernatural Claim,1,0.77,Details regarding the unusual nature of the event.
593,1971,Italy,Animal Related,1,0.23,Details regarding the unusual nature of the event.
594,1815,Brazil,Absurd Bad Luck,1,0.62,Details regarding the unusual nature of the event.
595,1649,Brazil,Mechanical Failure,1,0.19,Details regarding the unusual nature of the event.
596,1619,Brazil,Animal Related,1,0.99,Details regarding the unusual nature of the event.
597,1928,Italy,Animal Related,1,0.99,Details regarding the unusual nature of the event.
598,1712,Egypt,Animal Related,10,0.18,Details regarding the unusual nature of the event.
599,1973,Italy,Supernatural Claim,50,0.47,Details regarding the unusual nature of the event.
600,1870,Russia,Culinary Mishap,1,0.36,Details regarding the unusual nature of the event.
601,1735,Italy,Supernatural Claim,1,0.54,Details regarding the unusual nature of the event.
602,1748,Australia,Animal Related,2,0.29,Details regarding the unusual nature of the event.
603,1661,United Kingdom,Animal Related,1,0.47,Details regarding the unusual nature of the event.
604,1946,Brazil,Supernatural Claim,1,0.26,Details regarding the unusual nature of the event.
605,1950,Australia,Animal Related,1,0.48,Details regarding the unusual nature of the event.
606,1926,Italy,Supernatural Claim,1,0.54,Details regarding the unusual nature of the event.
607,1606,USA,Mechanical Failure,1,0.34,Details regarding the unusual nature of the event.
608,2008,Russia,Scientific Experiment,3,0.69,Details regarding the unusual nature of the event.
609,1671,United Kingdom,Culinary Mishap,1,0.62,Details regarding the unusual nature of the event.
610,1774,Japan,Mechanical Failure,1,0.44,Details regarding the unusual nature of the event.
611,1823,Russia,Historical Misconception,1,0.52,Details regarding the unusual nature of the event.
612,1854,Germany,Scientific Experiment,3,0.92,Details regarding the unusual nature of the event.
613,1603,Egypt,Historical Misconception,1,0.54,Details regarding the unusual nature of the event.
614,1560,United Kingdom,Culinary Mishap,1,0.32,Details regarding the unusual nature of the event.
615,1617,Australia,Culinary Mishap,1,0.99,Details regarding the unusual nature of the event.
616,1831,USA,Absurd Bad Luck,1,0.52,Details regarding the unusual nature of the event.
617,1584,Russia,Culinary Mishap,50,0.55,Details regarding the unusual nature of the event.
618,1766,Italy,Absurd Bad Luck,1,0.51,Details regarding the unusual nature of the event.
619,1827,Japan,Scientific Experiment,1,0.16,Details regarding the unusual nature of the event.
620,1677,Italy,Animal Related,1,0.94,Details regarding the unusual nature of the event.
621,1736,United Kingdom,Mechanical Failure,1,0.97,Details regarding the unusual nature of the event.
622,1776,Germany,Absurd Bad Luck,1,0.17,Details regarding the unusual nature of the event.
623,1697,Russia,Mechanical Failure,1,0.85,Details regarding the unusual nature of the event.
624,1976,Japan,Animal Related,1,0.6,Details regarding the unusual nature of the event.
625,1952,Japan,Mechanical Failure,1,0.28,Details regarding the unusual nature of the event.
626,1835,United Kingdom,Historical Misconception,1,0.86,Details regarding the unusual nature of the event.
627,1831,Japan,Absurd Bad Luck,1,0.99,Details regarding the unusual nature of the event.
628,1788,USA,Supernatural Claim,1,0.25,Details regarding the unusual nature of the event.
629,1774,Japan,Supernatural Claim,1,0.88,Details regarding the unusual nature of the event.
630,1736,Italy,Animal Related,1,0.45,Details regarding the unusual nature of the event.
631,1987,Germany,Culinary Mishap,2,0.18,Details regarding the unusual nature of the event.
632,2010,Germany,Historical Misconception,1,1.0,Details regarding the unusual nature of the event.
633,1663,USA,Supernatural Claim,2,0.86,Details regarding the unusual nature of the event.
634,1904,Russia,Supernatural Claim,1,0.62,Details regarding the unusual nature of the event.
635,1540,Japan,Supernatural Claim,1,0.39,Details regarding the unusual nature of the event.
636,1727,USA,Historical Misconception,1,0.71,Details regarding the unusual nature of the event.
637,1576,Australia,Animal Related,2,0.21,Details regarding the unusual nature of the event.
638,1653,Egypt,Absurd Bad Luck,1,0.44,Details regarding the unusual nature of the event.
639,1757,United Kingdom,Mechanical Failure,1,0.58,Details regarding the unusual nature of the event.
640,1636,Japan,Absurd Bad Luck,1,0.46,Details regarding the unusual nature of the event.
641,2006,Australia,Mechanical Failure,1,0.93,Details regarding the unusual nature of the event.
642,1793,Australia,Supernatural Claim,1,0.75,Details regarding the unusual nature of the event.
643,1705,Russia,Supernatural Claim,1,0.37,Details regarding the unusual nature of the event.
644,1684,Russia,Animal Related,1,0.42,Details regarding the unusual nature of the event.
645,1960,Australia,Mechanical Failure,1,0.92,Details regarding the unusual nature of the event.
646,1711,USA,Historical Misconception,1,0.6,Details regarding the unusual nature of the event.
647,1989,Australia,Mechanical Failure,1,0.43,Details regarding the unusual nature of the event.
648,1722,Germany,Scientific Experiment,1,0.82,Details regarding the unusual nature of the event.
649,1794,United Kingdom,Historical Misconception,1,0.87,Details regarding the unusual nature of the event.
650,1852,Egypt,Historical Misconception,3,0.28,Details regarding the unusual nature of the event.
651,1626,United Kingdom,Mechanical Failure,1,0.66,Details regarding the unusual nature of the event.
652,1994,Italy,Scientific Experiment,1,0.89,Details regarding the unusual nature of the event.
653,1983,Germany,Mechanical Failure,3,0.69,Details regarding the unusual nature of the event.
654,1716,Italy,Animal Related,1,0.16,Details regarding the unusual nature of the event.
655,1745,Germany,Culinary Mishap,1,0.5,Details regarding the unusual nature of the event.
656,1998,Egypt,Scientific Experiment,1,0.59,Details regarding the unusual nature of the event.
657,1662,USA,Scientific Experiment,1,0.53,Details regarding the unusual nature of the event.
658,1917,Germany,Supernatural Claim,1,0.92,Details regarding the unusual nature of the event.
659,1657,United Kingdom,Culinary Mishap,1,0.95,Details regarding the unusual nature of the event.
660,1625,Italy,Absurd Bad Luck,1,0.52,Details regarding the unusual nature of the event.
661,1672,Japan,Culinary Mishap,1,0.58,Details regarding the unusual nature of the event.
662,1589,Germany,Scientific Experiment,1,0.94,Details regarding the unusual nature of the event.
663,1669,USA,Historical Misconception,1,0.92,Details regarding the unusual nature of the event.
664,1641,United Kingdom,Historical Misconception,1,0.47,Details regarding the unusual nature of the event.
665,1944,USA,Culinary Mishap,1,0.36,Details regarding the unusual nature of the event.
666,2017,Italy,Animal Related,1,0.33,Details regarding the unusual nature of the event.
667,1761,Italy,Absurd Bad Luck,1,0.84,Details regarding the unusual nature of the event.
668,1703,Australia,Mechanical Failure,1,0.37,Details regarding the unusual nature of the event.
669,1787,Egypt,Supernatural Claim,1,0.17,Details regarding the unusual nature of the event.
670,1534,Germany,Absurd Bad Luck,1,0.71,Details regarding the unusual nature of the event.
671,1551,USA,Mechanical Failure,1,0.97,Details regarding the unusual nature of the event.
672,1967,Russia,Scientific Experiment,1,0.36,Details regarding the unusual nature of the event.
673,1860,United Kingdom,Animal Related,1,0.84,Details regarding the unusual nature of the event.
674,1764,Japan,Mechanical Failure,1,0.62,Details regarding the unusual nature of the event.
675,1790,Italy,Supernatural Claim,1,0.43,Details regarding the unusual nature of the event.
676,1612,Brazil,Supernatural Claim,2,0.19,Details regarding the unusual nature of the event.
677,1651,Brazil,Mechanical Failure,1,0.76,Details regarding the unusual nature of the event.
678,1803,United Kingdom,Supernatural Claim,1,0.88,Details regarding the unusual nature of the event.
679,1698,Russia,Historical Misconception,3,0.72,Details regarding the unusual nature of the event.
680,2014,Brazil,Supernatural Claim,1,0.82,Details regarding the unusual nature of the event.
681,1698,Russia,Supernatural Claim,1,0.89,Details regarding the unusual nature of the event.
682,1683,Japan,Absurd Bad Luck,1,0.27,Details regarding the unusual nature of the event.
683,1575,Brazil,Scientific Experiment,1,1.0,Details regarding the unusual nature of the event.
684,1813,Japan,Supernatural Claim,2,0.22,Details regarding the unusual nature of the event.
685,1732,Egypt,Absurd Bad Luck,1,0.71,Details regarding the unusual nature of the event.
686,1675,Brazil,Absurd Bad Luck,1,0.49,Details regarding the unusual nature of the event.
687,1748,Germany,Mechanical Failure,2,0.51,Details regarding the unusual nature of the event.
688,1930,Australia,Supernatural Claim,1,0.94,Details regarding the unusual nature of the event.
689,1593,Australia,Absurd Bad Luck,1,0.64,Details regarding the unusual nature of the event.
690,1649,Japan,Mechanical Failure,1,0.35,Details regarding the unusual nature of the event.
691,1743,Australia,Historical Misconception,1,0.56,Details regarding the unusual nature of the event.
692,1637,Italy,Animal Related,1,0.26,Details regarding the unusual nature of the event.
693,1832,Egypt,Animal Related,1,0.36,Details regarding the unusual nature of the event.
694,1960,Germany,Supernatural Claim,1,0.38,Details regarding the unusual nature of the event.
695,1968,USA,Historical Misconception,1,0.5,Details regarding the unusual nature of the event.
696,1935,Germany,Supernatural Claim,1,0.55,Details regarding the unusual nature of the event.
697,1639,Italy,Mechanical Failure,1,0.68,Details regarding the unusual nature of the event.
698,1808,Brazil,Animal Related,1,0.49,Details regarding the unusual nature of the event.
699,2000,Russia,Animal Related,1,0.78,Details regarding the unusual nature of the event.
700,1697,Brazil,Animal Related,2,0.72,Details regarding the unusual nature of the event.
701,1920,Germany,Historical Misconception,1,0.64,Details regarding the unusual nature of the event.
702,1600,Brazil,Mechanical Failure,3,0.35,Details regarding the unusual nature of the event.
703,1524,Russia,Culinary Mishap,1,0.68,Details regarding the unusual nature of the event.
704,1929,Brazil,Absurd Bad Luck,1,0.1,Details regarding the unusual nature of the event.
705,1825,United Kingdom,Mechanical Failure,1,0.53,Details regarding the unusual nature of the event.
706,1787,Egypt,Mechanical Failure,1,0.27,Details regarding the unusual nature of the event.
707,1911,USA,Absurd Bad Luck,1,0.24,Details regarding the unusual nature of the event.
708,1511,Russia,Culinary Mishap,1,0.92,Details regarding the unusual nature of the event.
709,1805,Australia,Historical Misconception,1,0.17,Details regarding the unusual nature of the event.
710,1726,Brazil,Historical Misconception,1,0.38,Details regarding the unusual nature of the event.
711,1912,Australia,Animal Related,1,0.78,Details regarding the unusual nature of the event.
712,1994,United Kingdom,Absurd Bad Luck,1,0.98,Details regarding the unusual nature of the event.
713,1787,Egypt,Supernatural Claim,1,0.58,Details regarding the unusual nature of the event.
714,1645,Australia,Culinary Mishap,1,0.81,Details regarding the unusual nature of the event.
715,1869,Brazil,Animal Related,1,0.86,Details regarding the unusual nature of the event.
716,1708,Germany,Supernatural Claim,1,0.32,Details regarding the unusual nature of the event.
717,1931,Australia,Culinary Mishap,1,0.68,Details regarding the unusual nature of the event.
718,1979,Egypt,Animal Related,1,0.48,Details regarding the unusual nature of the event.
719,1844,United Kingdom,Scientific Experiment,1,0.62,Details regarding the unusual nature of the event.
720,1790,USA,Historical Misconception,1,0.99,Details regarding the unusual nature of the event.
721,1711,Italy,Scientific Experiment,1,0.47,Details regarding the unusual nature of the event.
722,1890,Japan,Animal Related,1,0.69,Details regarding the unusual nature of the event.
723,1756,Russia,Scientific Experiment,1,0.79,Details regarding the unusual nature of the event.
724,1967,United Kingdom,Animal Related,2,0.98,Details regarding the unusual nature of the event.
725,1516,Italy,Animal Related,1,0.98,Details regarding the unusual nature of the event.
726,1870,Brazil,Animal Related,1,0.92,Details regarding the unusual nature of the event.
727,1531,Australia,Absurd Bad Luck,1,0.4,Details regarding the unusual nature of the event.
728,1769,Brazil,Animal Related,1,0.47,Details regarding the unusual nature of the event.
729,1981,United Kingdom,Culinary Mishap,1,0.9,Details regarding the unusual nature of the event.
730,1638,USA,Mechanical Failure,1,0.24,Details regarding the unusual nature of the event.
731,1540,Italy,Mechanical Failure,1,0.28,Details regarding the unusual nature of the event.
732,1614,Australia,Animal Related,1,0.85,Details regarding the unusual nature of the event.
733,1902,Italy,Scientific Experiment,1,0.75,Details regarding the unusual nature of the event.
734,1836,Germany,Animal Related,10,0.67,Details regarding the unusual nature of the event.
735,1905,Australia,Animal Related,1,0.66,Details regarding the unusual nature of the event.
736,1757,Russia,Absurd Bad Luck,1,0.17,Details regarding the unusual nature of the event.
737,1997,Brazil,Scientific Experiment,2,0.42,Details regarding the unusual nature of the event.
738,1590,USA,Mechanical Failure,1,0.21,Details regarding the unusual nature of the event.
739,1746,Italy,Culinary Mishap,1,0.5,Details regarding the unusual nature of the event.
740,2024,Russia,Absurd Bad Luck,1,0.52,Details regarding the unusual nature of the event.
741,1777,Egypt,Animal Related,1,0.6,Details regarding the unusual nature of the event.
742,1656,Egypt,Animal Related,1,0.13,Details regarding the unusual nature of the event.
743,1764,United Kingdom,Absurd Bad Luck,1,0.48,Details regarding the unusual nature of the event.
744,1674,Egypt,Historical Misconception,1,0.11,Details regarding the unusual nature of the event.
745,1869,Australia,Scientific Experiment,1,0.89,Details regarding the unusual nature of the event.
746,1965,United Kingdom,Culinary Mishap,1,0.69,Details regarding the unusual nature of the event.
747,1941,Egypt,Animal Related,1,0.81,Details regarding the unusual nature of the event.
748,1984,Brazil,Supernatural Claim,2,0.24,Details regarding the unusual nature of the event.
749,1790,USA,Mechanical Failure,1,0.6,Details regarding the unusual nature of the event.
750,1548,Italy,Culinary Mishap,50,0.53,Details regarding the unusual nature of the event.
751,1712,United Kingdom,Animal Related,1,0.46,Details regarding the unusual nature of the event.
752,1733,USA,Culinary Mishap,1,0.33,Details regarding the unusual nature of the event.
753,1743,Australia,Scientific Experiment,1,0.81,Details regarding the unusual nature of the event.
754,1821,Germany,Supernatural Claim,1,0.36,Details regarding the unusual nature of the event.
755,1850,Brazil,Supernatural Claim,1,0.95,Details regarding the unusual nature of the event.
756,1765,Brazil,Absurd Bad Luck,1,0.12,Details regarding the unusual nature of the event.
757,1586,Japan,Scientific Experiment,1,0.81,Details regarding the unusual nature of the event.
758,1739,Australia,Historical Misconception,1,0.97,Details regarding the unusual nature of the event.
759,1753,Germany,Animal Related,1,0.4,Details regarding the unusual nature of the event.
760,1670,USA,Supernatural Claim,1,0.49,Details regarding the unusual nature of the event.
761,1935,Egypt,Historical Misconception,10,0.46,Details regarding the unusual nature of the event.
762,1556,Brazil,Scientific Experiment,1,0.47,Details regarding the unusual nature of the event.
763,1751,Australia,Supernatural Claim,1,0.32,Details regarding the unusual nature of the event.
764,1872,Brazil,Mechanical Failure,1,0.96,Details regarding the unusual nature of the event.
765,1695,Russia,Historical Misconception,1,0.95,Details regarding the unusual nature of the event.
766,1555,United Kingdom,Culinary Mishap,1,0.29,Details regarding the unusual nature of the event.
767,1976,Brazil,Historical Misconception,2,0.42,Details regarding the unusual nature of the event.
768,1627,United Kingdom,Culinary Mishap,3,0.25,Details regarding the unusual nature of the event.
769,1920,Russia,Scientific Experiment,1,0.61,Details regarding the unusual nature of the event.
770,1910,Japan,Animal Related,1,0.2,Details regarding the unusual nature of the event.
771,1559,Japan,Supernatural Claim,1,0.53,Details regarding the unusual nature of the event.
772,1680,Japan,Historical Misconception,1,0.26,Details regarding the unusual nature of the event.
773,1633,Australia,Scientific Experiment,1,0.48,Details regarding the unusual nature of the event.
774,1911,Australia,Culinary Mishap,1,0.92,Details regarding the unusual nature of the event.
775,1970,Australia,Scientific Experiment,1,0.12,Details regarding the unusual nature of the event.
776,1573,Egypt,Scientific Experiment,1,0.32,Details regarding the unusual nature of the event.
777,1546,Brazil,Historical Misconception,1,0.51,Details regarding the unusual nature of the event.
778,1823,Australia,Scientific Experiment,1,0.93,Details regarding the unusual nature of the event.
779,1849,Brazil,Scientific Experiment,1,0.94,Details regarding the unusual nature of the event.
780,1930,Germany,Scientific Experiment,1,0.45,Details regarding the unusual nature of the event.
781,1542,Japan,Historical Misconception,1,0.34,Details regarding the unusual nature of the event.
782,1955,Germany,Absurd Bad Luck,1,0.65,Details regarding the unusual nature of the event.
783,1971,Russia,Animal Related,50,0.55,Details regarding the unusual nature of the event.
784,1507,Russia,Absurd Bad Luck,1,0.28,Details regarding the unusual nature of the event.
785,1997,Egypt,Animal Related,1,0.18,Details regarding the unusual nature of the event.
786,1667,Italy,Scientific Experiment,1,0.73,Details regarding the unusual nature of the event.
787,2009,United Kingdom,Mechanical Failure,1,0.27,Details regarding the unusual nature of the event.
788,1779,Australia,Historical Misconception,1,0.14,Details regarding the unusual nature of the event.
789,1865,Japan,Historical Misconception,1,0.4,Details regarding the unusual nature of the event.
790,2022,Brazil,Mechanical Failure,3,0.91,Details regarding the unusual nature of the event.
791,2025,Germany,Scientific Experiment,1,0.29,Details regarding the unusual nature of the event.
792,1657,United Kingdom,Historical Misconception,1,0.8,Details regarding the unusual nature of the event.
793,1815,Germany,Historical Misconception,1,0.94,Details regarding the unusual nature of the event.
794,1719,Italy,Scientific Experiment,1,0.35,Details regarding the unusual nature of the event.
795,1924,Russia,Culinary Mishap,10,0.42,Details regarding the unusual nature of the event.
796,1611,Japan,Mechanical Failure,1,0.43,Details regarding the unusual nature of the event.
797,1652,Germany,Absurd Bad Luck,1,0.73,Details regarding the unusual nature of the event.
798,1571,Australia,Supernatural Claim,1,0.35,Details regarding the unusual nature of the event.
799,1513,Egypt,Mechanical Failure,1,0.45,Details regarding the unusual nature of the event.
800,1861,Egypt,Historical Misconception,1,0.94,Details regarding the unusual nature of the event.
801,1893,Egypt,Absurd Bad Luck,1,0.33,Details regarding the unusual nature of the event.
802,1721,Germany,Absurd Bad Luck,1,0.21,Details regarding the unusual nature of the event.
803,1692,Egypt,Absurd Bad Luck,1,0.26,Details regarding the unusual nature of the event.
804,1734,Egypt,Absurd Bad Luck,3,0.34,Details regarding the unusual nature of the event.
805,1715,Russia,Historical Misconception,1,0.51,Details regarding the unusual nature of the event.
806,1516,Russia,Culinary Mishap,1,0.99,Details regarding the unusual nature of the event.
807,1584,USA,Absurd Bad Luck,1,0.57,Details regarding the unusual nature of the event.
808,1637,USA,Scientific Experiment,1,0.73,Details regarding the unusual nature of the event.
809,1979,Australia,Mechanical Failure,1,0.86,Details regarding the unusual nature of the event.
810,1785,Brazil,Animal Related,1,0.82,Details regarding the unusual nature of the event.
811,1635,Germany,Culinary Mishap,1,0.26,Details regarding the unusual nature of the event.
812,1710,Australia,Absurd Bad Luck,1,0.83,Details regarding the unusual nature of the event.
813,1788,Brazil,Historical Misconception,1,0.24,Details regarding the unusual nature of the event.
814,1539,Japan,Animal Related,3,0.76,Details regarding the unusual nature of the event.
815,1705,Australia,Scientific Experiment,1,0.29,Details regarding the unusual nature of the event.
816,1590,Germany,Absurd Bad Luck,2,0.65,Details regarding the unusual nature of the event.
817,1916,Russia,Absurd Bad Luck,1,0.59,Details regarding the unusual nature of the event.
818,1818,USA,Animal Related,1,0.71,Details regarding the unusual nature of the event.
819,1752,Italy,Historical Misconception,2,0.39,Details regarding the unusual nature of the event.
820,1857,Australia,Culinary Mishap,1,0.75,Details regarding the unusual nature of the event.
821,1868,Egypt,Mechanical Failure,3,0.68,Details regarding the unusual nature of the event.
822,1910,USA,Culinary Mishap,1,0.61,Details regarding the unusual nature of the event.
823,1640,Germany,Historical Misconception,1,0.86,Details regarding the unusual nature of the event.
824,1694,Russia,Historical Misconception,1,0.36,Details regarding the unusual nature of the event.
825,1729,Egypt,Absurd Bad Luck,2,0.29,Details regarding the unusual nature of the event.
826,1946,Russia,Animal Related,1,0.44,Details regarding the unusual nature of the event.
827,1551,Australia,Mechanical Failure,2,0.15,Details regarding the unusual nature of the event.
828,1550,Australia,Animal Related,2,0.4,Details regarding the unusual nature of the event.
829,1942,Egypt,Supernatural Claim,1,0.48,Details regarding the unusual nature of the event.
830,1917,Brazil,Absurd Bad Luck,1,0.99,Details regarding the unusual nature of the event.
831,1599,Australia,Culinary Mishap,1,0.29,Details regarding the unusual nature of the event.
832,1700,USA,Historical Misconception,1,0.4,Details regarding the unusual nature of the event.
833,1573,Egypt,Scientific Experiment,1,0.56,Details regarding the unusual nature of the event.
834,1959,Italy,Mechanical Failure,1,0.9,Details regarding the unusual nature of the event.
835,1626,United Kingdom,Historical Misconception,1,0.5,Details regarding the unusual nature of the event.
836,1691,Brazil,Animal Related,2,0.46,Details regarding the unusual nature of the event.
837,1786,Russia,Culinary Mishap,1,0.71,Details regarding the unusual nature of the event.
838,1672,Japan,Animal Related,10,0.29,Details regarding the unusual nature of the event.
839,1872,Japan,Culinary Mishap,1,0.69,Details regarding the unusual nature of the event.
840,1623,Australia,Culinary Mishap,1,0.38,Details regarding the unusual nature of the event.
841,1749,Russia,Mechanical Failure,1,0.79,Details regarding the unusual nature of the event.
842,1812,Russia,Scientific Experiment,10,0.29,Details regarding the unusual nature of the event.
843,1937,Egypt,Absurd Bad Luck,1,0.17,Details regarding the unusual nature of the event.
844,1950,USA,Supernatural Claim,3,0.6,Details regarding the unusual nature of the event.
845,1513,Brazil,Animal Related,2,0.39,Details regarding the unusual nature of the event.
846,1796,Russia,Scientific Experiment,1,0.91,Details regarding the unusual nature of the event.
847,1702,Italy,Absurd Bad Luck,3,0.24,Details regarding the unusual nature of the event.
848,1817,Germany,Scientific Experiment,1,0.74,Details regarding the unusual nature of the event.
849,1727,Australia,Culinary Mishap,1,0.33,Details regarding the unusual nature of the event.
850,1996,USA,Absurd Bad Luck,2,0.88,Details regarding the unusual nature of the event.
851,1763,Germany,Culinary Mishap,1,0.56,Details regarding the unusual nature of the event.
852,1672,Russia,Mechanical Failure,2,0.95,Details regarding the unusual nature of the event.
